age,education,marital-status,race,workclass,education-num,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,Degree,Not-Partnered,White,Private,11,Craft-repair,Not-in-family,Male,0,0,38,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Husband,Male,0,0,48,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,5,Craft-repair,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,12,Sales,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Wife,Female,15024,0,38,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Unmarried,Male,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Tech-support,Unmarried,Female,0,0,16,United-States,<=50K
*,No-Degree,Partnered,White,Private,6,Craft-repair,Unmarried,Male,0,0,40,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,0,0,42,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Male,0,0,40,Columbia,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,Other,Self-emp-not-inc,16,Adm-clerical,Other-relative,Male,0,0,40,?,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,42,United-States,>50K
*,No-Degree,Not-Partnered,White,Local-gov,10,Protective-serv,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,0,0,60,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,12,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Local-gov,14,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Craft-repair,Unmarried,Female,0,0,40,?,<=50K
*,Degree,Not-Partnered,White,Federal-gov,13,Prof-specialty,Own-child,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,15,Prof-specialty,Husband,Male,0,0,60,United-States,>50K
*,Degree,Partnered,White,Self-emp-not-inc,15,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,4,Other-service,Not-in-family,Female,0,0,21,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Transport-moving,Own-child,Male,0,1980,60,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,10,Prof-specialty,Not-in-family,Male,0,0,40,Germany,>50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Craft-repair,Own-child,Male,0,0,48,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Wife,Female,0,0,40,United-States,>50K
*,Degree,Partnered,White,Self-emp-not-inc,12,Sales,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,8,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,Private,12,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,Local-gov,13,Prof-specialty,Husband,Male,0,2051,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Male,3674,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Protective-serv,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Machine-op-inspct,Husband,Male,0,0,70,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,6,?,Not-in-family,Male,0,0,40,Columbia,<=50K
*,No-Degree,Not-Partnered,White,Private,8,Adm-clerical,Not-in-family,Female,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,?,9,?,Husband,Male,2885,0,80,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,65,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Own-child,Male,0,0,12,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Own-child,Female,0,0,25,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Own-child,Female,0,0,20,Mexico,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Exec-managerial,Own-child,Female,14084,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Exec-managerial,Not-in-family,Male,0,0,8,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Tech-support,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Adm-clerical,Wife,Female,0,1887,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Not-in-family,Male,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Tech-support,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,48,United-States,>50K
*,Degree,Not-Partnered,White,State-gov,14,Prof-specialty,Not-in-family,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Other-service,Own-child,Female,0,0,20,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Female,6849,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Local-gov,9,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,2463,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Own-child,Female,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,5,Other-service,Own-child,Male,0,0,26,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Other-service,Own-child,Male,0,0,80,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,0,1887,40,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,9,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Other-relative,Female,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,White,Local-gov,10,Other-service,Not-in-family,Female,0,0,40,Poland,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Craft-repair,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,Private,13,Exec-managerial,Husband,Male,0,0,40,Philippines,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,Private,13,Other-service,Wife,Female,0,0,45,?,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Craft-repair,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,Black,Local-gov,13,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,Black,Federal-gov,11,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,11,Sales,Not-in-family,Male,0,0,50,United-States,<=50K
*,Degree,Partnered,White,Private,14,Prof-specialty,Wife,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,16,Prof-specialty,Not-in-family,Male,0,0,50,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Sales,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,Private,14,Prof-specialty,Husband,Male,0,0,45,India,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Wife,Female,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Farming-fishing,Not-in-family,Male,0,0,60,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,13,Prof-specialty,Own-child,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Not-in-family,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Exec-managerial,Wife,Female,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,11,Prof-specialty,Not-in-family,Male,0,0,48,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Male,0,1669,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Exec-managerial,Not-in-family,Female,0,0,10,United-States,>50K
*,No-Degree,Not-Partnered,White,?,4,?,Unmarried,Female,0,0,40,Mexico,<=50K
*,Degree,Partnered,White,State-gov,13,Prof-specialty,Husband,Male,0,0,38,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Other-relative,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,0,0,35,United-States,<=50K
*,Degree,Partnered,White,Private,14,Sales,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Sales,Own-child,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,7688,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Priv-house-serv,Unmarried,Female,0,0,8,Mexico,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Own-child,Female,0,0,37,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,14,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Craft-repair,Husband,Male,0,0,60,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Sales,Own-child,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Priv-house-serv,Not-in-family,Female,0,0,40,France,<=50K
*,No-Degree,Not-Partnered,Black,Local-gov,9,Protective-serv,Other-relative,Female,0,2339,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Adm-clerical,Husband,Male,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,3,Other-service,Other-relative,Female,0,0,20,Cuba,<=50K
*,No-Degree,Partnered,White,Private,8,Other-service,Wife,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Tech-support,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,3,Machine-op-inspct,Husband,Male,0,0,40,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,7,Handlers-cleaners,Not-in-family,Male,0,0,7,United-States,<=50K
*,Degree,Partnered,Black,Local-gov,14,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Other-service,Husband,Male,0,0,48,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Handlers-cleaners,Husband,Male,9386,0,24,Cuba,>50K
*,Degree,Not-Partnered,White,Private,12,Prof-specialty,Unmarried,Female,0,0,27,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,Other,Private,13,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,13,Exec-managerial,Not-in-family,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Other-service,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Own-child,Male,0,0,32,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Own-child,Male,0,0,30,?,<=50K
*,No-Degree,Not-Partnered,Black,?,9,?,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Not-in-family,Female,0,0,48,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,41,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Craft-repair,Own-child,Female,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Female,0,0,30,United-States,<=50K
*,Degree,Partnered,White,Private,13,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Local-gov,12,Protective-serv,Husband,Male,0,0,56,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,9,Other-service,Not-in-family,Male,0,0,40,Japan,<=50K
*,Degree,Not-Partnered,White,Private,14,Exec-managerial,Not-in-family,Male,0,0,40,Cuba,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Female,0,0,50,United-States,>50K
*,Degree,Not-Partnered,Black,Local-gov,13,Prof-specialty,Not-in-family,Male,0,0,30,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Adm-clerical,Own-child,Female,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Unmarried,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Unmarried,Female,0,0,48,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,4,Machine-op-inspct,Other-relative,Female,0,0,40,Dominican-Republic,<=50K
*,No-Degree,Not-Partnered,White,?,7,?,Own-child,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,Black,Federal-gov,10,Adm-clerical,Not-in-family,Male,4650,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Female,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,42,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,15024,0,50,United-States,>50K
*,Degree,Not-Partnered,White,?,16,?,Not-in-family,Male,0,2824,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,11,Craft-repair,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,75,United-States,>50K
*,No-Degree,Not-Partnered,White,State-gov,10,Prof-specialty,Own-child,Male,0,0,20,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Sales,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,?,8,?,Own-child,Female,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,Private,6,Transport-moving,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,Black,Private,10,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Husband,Male,0,0,38,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,48,United-States,>50K
*,Degree,Partnered,Black,Private,13,Exec-managerial,Wife,Female,0,0,40,?,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,0,0,40,Canada,>50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Craft-repair,Other-relative,Female,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,12,Exec-managerial,Not-in-family,Female,2354,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,15,Prof-specialty,Husband,Male,99999,0,80,United-States,>50K
*,No-Degree,Not-Partnered,Amer-Indian-Eskimo,Private,9,Adm-clerical,Unmarried,Female,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,7,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Self-emp-not-inc,8,Craft-repair,Not-in-family,Male,0,0,32,United-States,<=50K
*,Degree,Partnered,White,Private,13,Tech-support,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,State-gov,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,10,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Sales,Not-in-family,Female,0,0,15,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,70,United-States,<=50K
*,No-Degree,Partnered,Other,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Own-child,Male,0,0,25,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Adm-clerical,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,11,Exec-managerial,Not-in-family,Male,0,0,35,United-States,>50K
*,Degree,Partnered,White,Private,14,Prof-specialty,Husband,Male,0,0,38,?,<=50K
*,No-Degree,Partnered,White,Private,6,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,60,England,<=50K
*,Degree,Not-Partnered,White,State-gov,14,Prof-specialty,Own-child,Female,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Exec-managerial,Not-in-family,Female,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Other-relative,Female,0,0,25,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Sales,Husband,Male,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,13,Exec-managerial,Own-child,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,14,Exec-managerial,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Handlers-cleaners,Husband,Male,0,0,40,United-States,>50K
